Open time,Open,High,Low,Close,Volume,Number of trades,Returns,SMA20,SMA50,Volatility_20,HL_Range,Volume_MA,Volume_Norm,Target_Price,Target_Direction
2020-09-29,2.9549,3.027,2.8735,2.9505,950875.56,12547,-0.0031757829656408054,3.0573,3.29233,0.06425578308894829,0.05202508049483145,2566595.215,0.3704813109768071,2.8967,0
2020-09-30,2.9447,2.9838,2.8228,2.8967,722757.83,9631,-0.0182341975936281,3.0283299999999995,3.2842940000000005,0.06400573677288304,0.05558048814167847,2384888.5735000004,0.3030572740508792,2.8669,0
2020-10-01,2.8967,2.9889,2.65,2.8669,1373061.59,16798,-0.010287568612559195,3.00185,3.2665159999999998,0.0639043205197285,0.11821130838187598,2342159.806,0.5862373636856785,2.6232,0
2020-10-02,2.8667,2.8873,2.42,2.6232,2788493.11,26532,-0.08500470891904133,2.96643,3.24438,0.06624417698786947,0.17814120158584942,2423507.338,1.150602297041611,2.5439,0
2020-10-03,2.6231,2.6708,2.5356,2.5439,547025.23,6342,-0.030230253125953177,2.93061,3.2270600000000003,0.06635487351186728,0.053146743189590694,2349619.629,0.23281437695207471,2.5202,0
2020-10-04,2.542,2.5898,2.42,2.5202,765399.21,8690,-0.009316403946695972,2.893415,3.214004,0.0663013967675362,0.06737560511070548,2220307.109,0.3447267303236833,2.6522,1
2020-10-05,2.5181,2.683,2.4561,2.6522,912587.17,10397,0.052376795492421246,2.87955,3.1992780000000005,0.06402822275592485,0.0855516175250734,2181016.9129999997,0.41842278460130405,2.174,0
2020-10-06,2.6486,2.6604,2.13,2.174,1784025.33,15210,-0.1803031445592339,2.861615,3.1805579999999996,0.06946544099891512,0.2439742410303589,2025879.8299999996,0.8806175487713901,2.3005,1
2020-10-07,2.1721,2.4083,2.081,2.3005,2087951.2,14780,0.058187672493100306,2.8324949999999998,3.159754,0.06273852240123849,0.1422734188219953,1898490.0245,1.099795718204997,2.3638,1
2020-10-08,2.3001,2.4569,2.0123,2.3638,2759189.94,22492,0.027515757444033895,2.794965,3.149294,0.059814305554922585,0.18808697859378962,1827977.2099999997,1.509422505327624,2.5314,1
2020-10-09,2.3686,2.63,2.303,2.5314,1878523.79,19298,0.0709027836534395,2.769985,3.1358460000000004,0.06246549447702353,0.12917753022043135,1842592.4064999998,1.0195004513061312,2.3999,0
2020-10-10,2.5274,2.6056,2.3873,2.3999,1278940.27,13855,-0.05194753891127435,2.74684,3.12521,0.06232556954639701,0.09096212342180912,1833707.991,0.6974612513427172,2.4227,1
2020-10-11,2.3988,2.4607,2.3401,2.4227,898764.08,9182,0.009500395849826981,2.729615,3.1134120000000003,0.062101612494884384,0.049779171998183866,1700252.2295,0.5286063234654914,2.5836,1
2020-10-12,2.4228,2.7044,2.4132,2.5836,2155387.01,20035,0.06641350559293357,2.7133849999999997,3.100084,0.06292162543651479,0.11271094596686806,1637182.2635,1.3165223311130745,2.4062,0
2020-10-13,2.5826,2.5867,2.336,2.4062,1951031.1,19501,-0.06866387985756306,2.6909549999999998,3.0813980000000005,0.06451405309619186,0.10418917795694461,1596626.2705,1.2219710623883286,2.3107,0
2020-10-14,2.4061,2.4424,2.2331,2.3107,1125385.85,11891,-0.03968913639763938,2.649325,3.062612,0.05966444274103833,0.09057861254165415,1503710.511,0.748405921064949,2.2682,0
2020-10-15,2.3108,2.3485,2.1932,2.2682,754909.09,8038,-0.018392694854373115,2.60305,3.0366079999999998,0.059263333575558685,0.06846838903094964,1419063.8045,0.5319768481206442,2.1398,0
2020-10-16,2.2648,2.269,2.1071,2.1398,1546650.13,16129,-0.05660876465920117,2.553605,3.0104019999999996,0.05997932457908895,0.07566127675483697,1428545.375,1.0826748362823266,2.2053,1
2020-10-17,2.1374,2.2462,2.1107,2.2053,482249.55,5450,0.03061033741471153,2.50598,2.9743820000000003,0.0606568699352494,0.06144288758899014,1403467.0595,0.3436130165903619,2.215,1
2020-10-18,2.2031,2.2595,2.1763,2.215,478921.26,5044,0.004398494535890807,2.468735,2.9396119999999994,0.05978573502075282,0.03756207674943574,1362106.415,0.351603409782047,2.0592,0
2020-10-19,2.2137,2.2148,2.05,2.0592,909217.19,9244,-0.07033860045146711,2.4241699999999997,2.8921779999999995,0.06110047077842271,0.08003108003108006,1360023.4965,0.6685305013772606,1.885,0
2020-10-20,2.0552,2.108,1.8401,1.885,1933167.04,17172,-0.08459595959595967,2.3735850000000003,2.835008,0.06300300806848293,0.1421220159151194,1420543.957,1.3608639355888654,1.8887,1
2020-10-21,1.8873,2.11,1.8415,1.8887,3222724.75,27731,0.0019628647214853245,2.324675,2.7859880000000006,0.06315433794423526,0.14216127495102449,1513027.115,2.1299847954145883,1.9582,1
2020-10-22,1.8868,2.09,1.8481,1.9582,1624778.09,15518,0.03679779742680145,2.291425,2.7417519999999995,0.062286843156331415,0.12353181493208037,1454841.364,1.116807736022001,1.959,1
2020-10-23,1.9566,1.9902,1.85,1.959,1559992.35,14300,0.0004085384536820502,2.26218,2.7108299999999996,0.06220638320211404,0.07156712608473705,1505489.7200000002,1.0362025919379907,1.9142,0
2020-10-24,1.9652,1.973,1.88,1.9142,748093.83,7136,-0.022868810617662105,2.23188,2.678512,0.06226042090202158,0.04858426496708818,1504624.451,0.49719637980281634,1.7926,0
2020-10-25,1.9175,1.9244,1.76,1.7926,1365865.99,12507,-0.06352523247309583,2.1889,2.66226,0.06136831381269874,0.09171036483320323,1527288.3920000002,0.8943078446444447,1.6799,0
2020-10-26,1.7925,1.8685,1.6121,1.6799,2021871.84,18268,-0.06286957491911194,2.1641950000000003,2.633976,0.049429427660853766,0.15262813262694205,1539180.7175,1.313602630939924,1.711,1
2020-10-27,1.6771,1.75,1.5906,1.711,2591150.26,18450,0.01851300672659084,2.13472,2.6097219999999997,0.04722660153496672,0.09316189362945644,1564340.6705,1.656384896757691,1.518,0
2020-10-28,1.7084,1.7255,1.4508,1.518,3354618.28,24005,-0.11279953243717122,2.0924300000000002,2.590722,0.05106013981059781,0.18096179183135702,1594112.0875,2.1043804298987223,1.4327,0
2020-10-29,1.5166,1.5754,1.4148,1.4327,1233628.05,9134,-0.056192358366271344,2.037495,2.547374,0.046798533224972176,0.11209604243735594,1561867.3005,0.7898417807998664,1.4381,1
2020-10-30,1.4328,1.4726,1.3163,1.4381,1401628.09,9225,0.003769107279960826,1.989405,2.506614,0.046893195420265384,0.10868507057923642,1568001.6915,0.8938945012611296,1.5497,1
2020-10-31,1.4383,1.558,1.4266,1.5497,851989.58,8029,0.07760239204505948,1.9457549999999997,2.469678,0.051696350846060994,0.08479060463315477,1565662.9664999999,0.5441717650795568,1.608,1
2020-11-01,1.5497,1.6463,1.5137,1.608,960664.24,6949,0.03762018455184868,1.896975,2.435206,0.04949365378144965,0.08246268656716421,1505926.828,0.6379222563395358,1.4738,0
2020-11-02,1.6076,1.6432,1.4621,1.4738,867738.07,5291,-0.08345771144278613,1.850355,2.399476,0.050327459686322316,0.12287963088614469,1451762.1764999998,0.5977136503803935,1.4118,0
2020-11-03,1.4729,1.484,1.4062,1.4118,983164.88,6306,-0.042068123218889975,1.8054099999999997,2.36243,0.05037181530288439,0.05510695565944192,1444651.128,0.6805552295252837,1.3912,0
